"BehaviorSpace results (NetLogo 6.1.1)"
"model-1-exp.nlogo"
"experiment-25Sept2021-b"
"09/25/2021 01:36:36:400 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","[step]","number-of-people","number-of-built-systems","max-access-potential","min-access-potential","built-sys-state-min","built-sys-state-max","random-damage-limit","network-radius","seek-capability-when","share-access-potential","capability-call-help","capability-high","capability-low","capability-lim","built-sys-capability-output","built-sys-operation-threshold","sum-access-potential","avg-network-size","avg-built-sys-links-per-person","global-mean-capability-attainment","stdev-global-capability-attainment","capability-good-level-%","capability-acceptable-level-%","capability-unacceptable-level-%","avg-built-sys-state","stdev-built-sys-state","aggr-system-damages","aggr-system-recoveries","aggr-capability-provided","aggr-capability-help","aggr-access-potential-transferred","access-potential-initial-global-mean","access-potential-initial-global-stdev","max-global-mean-capability-attainment","min-global-mean-capability-attainment","max-global-mean-system-state","min-global-mean-system-state","access-potential-final-global-mean","access-potential-final-global-stdev"
"235","3000","200","12","1","0","0.3","0.9","6.75","45","avg-capability-attainment < capability-high","yes, through personal transfers","false","0.75","0.5","0.25","capability-high","0.2","104.48999999999998","6.38","5.495","0.4959375","0.21257919563266092","67.5","16","16.5","0.4914604868955145","0.20238119690805198","56707.2192848853","64458.1101999999","295722","0","14891.797381455466","0.5224499999999997","0.2905660694291705","0.57375","0.4584375","0.5712940025074361","0.4914604868955145","0.5224500000000001","0.25639361134002275"
"249","857","200","12","1","0","0.3","0.9","32.18","45","avg-capability-attainment < capability-high","yes, through personal transfers","false","0.75","0.5","0.25","capability-high","0.2","93.29999999999995","6.045","5.29","0","0","0","0","100","0.16018450683777732","0.03815830631990438","21185.46016634242","21256.663100000005","67767","0","1912.1703435244508","0.4665000000000001","0.29381351553246776","0.5596875","0","0.6108256366780384","0.16018450683777732","0.46650000000000014","0.2938135155324679"
"257","872","200","12","1","0","0.3","0.9","32.21","45","avg-capability-attainment < capability-high","no","false","0.75","0.5","0.25","capability-high","0.2","103.98000000000006","6.55","5.25","0","0","0","0","100","0.17004520868259862","0.03668540512699932","23276.27292785803","23540.225599999994","74547.75","0","0","0.5198999999999999","0.29348193852638704","0.57375","0","0.6614234247360306","0.17004520868259856","0.5199000000000003","0.293481938526387"
"254","1354","200","12","1","0","0.3","0.9","20.41","45","avg-capability-attainment < capability-high","yes, through a community fund","false","0.75","0.5","0.25","capability-high","0.2","104.46000000000002","6.515","4.99","0","0","0","0","100","0.1502792011828225","0.033163536307994464","37012.04374696971","36485.41240000006","119703","0","78538.77940717677","0.5223000000000004","0.2902393917486272","0.63375","0","0.5601819315450391","0.1502792011828225","0.5223000000000011","8.904072272690043E-16"
"255","1883","200","12","1","0","0.3","0.9","14.27","45","avg-capability-attainment < capability-high","no","true","0.75","0.5","0.25","capability-high","0.2","100.42999999999992","6.11","5.095","0","0","0","0","100","0.15182538120244965","0.03200507216980393","51264.360423590304","46973.42789999996","159617.812392578","19301.0623925781","0","0.5021500000000002","0.2805573732741529","0.6138634765625001","0","0.5641440931019878","0.15182538120244962","0.5021499999999999","0.2805573732741531"
"256","1730","200","12","1","0","0.3","0.9","17.19","45","avg-capability-attainment < capability-high","yes, through a community fund","false","0.75","0.5","0.25","capability-high","0.2","96.14999999999993","6.32","4.81","0","0","0","0","100","0.168464488295299","0.03218005185728202","47669.54454215115","48991.215400000045","156242.25","0","92816.97367837353","0.48075","0.2684123009785186","0.6","0","0.5701575808096832","0.16846448829529903","0.4807500000000004","3.8955316193018936E-16"
"240","3000","200","12","1","0","0.3","0.9","6.65","45","avg-capability-attainment < capability-high","yes, through personal transfers","false","0.75","0.5","0.25","capability-high","0.2","91.34000000000002","5.75","4.78","0.48","0.21729911880901864","70.5","11.5","18","0.7638240725546903","0.12361400080556616","27542.659446935933","36265.29539999996","283464.75","0","11773.655820861173","0.4567000000000001","0.27669824646713964","0.556875","0.4425","0.7640442116526072","0.7083671624522756","0.4567000000000002","0.25146136877419134"
"253","2789","200","12","1","0","0.3","0.9","13.2","45","avg-capability-attainment < capability-high","no","false","0.75","0.5","0.25","capability-high","0.2","94.30999999999997","5.915","5.2","0","0","0","0","100","0.1346172753303279","0.054254025123888265","62313.798590100545","65532.10279999996","224623.5","0","0","0.4715499999999998","0.28747225778320745","0.538125","0","0.5564572829504034","0.13461727533032788","0.47154999999999964","0.28747225778320745"
"260","974","200","12","1","0","0.3","0.9","24.85","45","avg-capability-attainment < capability-high","no","false","0.75","0.5","0.25","capability-high","0.2","95.89999999999998","6.52","4.85","0","0","0","0","100","0.16683016993173946","0.03062260411657042","25182.549647644504","25155.178099999997","75873","0","0","0.47949999999999976","0.292185922086138","0.5221875","0","0.542972992969558","0.1668301699317394","0.47949999999999987","0.29218592208613786"
"252","1957","200","12","1","0","0.3","0.9","16.91","45","avg-capability-attainment < capability-high","yes, through personal transfers","false","0.75","0.5","0.25","capability-high","0.2","101.28000000000003","6.65","5.205","0","0","0","0","100","0.15977871110367634","0.045458199302249286","50250.4176476972","52404.371500000016","172070.25","0","5924.3033118746625","0.5064000000000004","0.28200473997228165","0.58125","0","0.6157105223896081","0.15977871110367634","0.5064000000000004","0.28200473997228154"
"258","2037","200","12","1","0","0.3","0.9","17.34","45","avg-capability-attainment < capability-high","yes, through a community fund","false","0.75","0.5","0.25","capability-high","0.2","98.72000000000007","6.205","4.525","0","0","0","0","100","0.17153522008345037","0.033979063153473675","52555.29123551576","54604.59039999999","183649.5","0","111397.4779804949","0.4936","0.2735694449422855","0.5953125","0","0.6721188177442056","0.17153522008345037","0.49360000000000065","6.678054204517532E-16"
"251","3000","200","12","1","0","0.3","0.9","4.39","45","avg-capability-attainment < capability-high","no","true","0.75","0.5","0.25","capability-high","0.2","103.48999999999995","6.395","5.515","0.574159375","0.1325041865138717","82","17","1","0.6927914222814695","0.16184311765540832","46902.678782042014","54787.140199999834","327251.4909985353","33984.24099853514","0","0.5174500000000001","0.2887018205796946","0.6201312499999999","0.4972875000000001","0.6927935949584009","0.5429993352178856","0.5174499999999999","0.2887018205796946"
"262","1914","200","12","1","0","0.3","0.9","16.31","45","avg-capability-attainment < capability-high","yes, through a community fund","false","0.75","0.5","0.25","capability-high","0.2","96.40999999999995","6.675","5.39","0.0084375","0.038967063063167155","0","0","100","0.16214889791421472","0.04058923231749218","53580.87003783332","55208.330399999984","184920","0","104468.06850841867","0.48204999999999976","0.2730477483231121","0.63375","0.0084375","0.5692193135420011","0.16214889791421472","0.4820500000000007","7.23455872156066E-16"
"263","1639","200","12","1","0","0.3","0.9","15.94","45","avg-capability-attainment < capability-high","no","true","0.75","0.5","0.25","capability-high","0.2","96.30000000000003","6.14","4.665","0","0","0","0","100","0.17947357313468157","0.02836225353122217","45590.525222743716","44001.587599999984","154598.569165039","23121.319165039018","0","0.4814999999999998","0.29888528244177825","0.6070126953124998","0","0.6097447010815144","0.17947357313468157","0.4814999999999998","0.29888528244177814"
"264","1369","200","12","1","0","0.3","0.9","21.65","45","avg-capability-attainment < capability-high","yes, through a community fund","false","0.75","0.5","0.25","capability-high","0.2","106.67","6.51","5.56","0","0","0","0","100","0.16342385167539297","0.03950170533417791","40978.537907483704","41256.646599999964","133890.75","0","79103.63857030588","0.5333499999999998","0.2891214860025828","0.6590625","0","0.6024468140221126","0.16342385167539294","0.5333499999999989","8.904072272690043E-16"
"267","1301","200","12","1","0","0.3","0.9","21.09","45","avg-capability-attainment < capability-high","yes, through a community fund","false","0.75","0.5","0.25","capability-high","0.2","102.61","6.78","4.97","0","0","0","0","100","0.17091345945510694","0.03541281022096976","38398.26835035178","38633.45900000003","124404.75","0","76239.9264356587","0.5130500000000001","0.293230486290993","0.6271875","0","0.6001432530842353","0.17091345945510694","0.5130499999999971","2.6712216818070127E-15"
"259","3000","200","12","1","0","0.3","0.9","1.04","45","avg-capability-attainment < capability-high","yes, through a community fund","false","0.75","0.5","0.25","capability-high","0.2","103.85000000000001","6.15","5.785","0.5521875","0.15060825951093995","86.5","8","5.5","0.6988569217315677","0.15522959899176408","42324.47183381422","50413.212799999856","327651.75","0","174023.50371297103","0.51925","0.2901358848165656","0.628125","0.5033624999999998","0.6988569217315675","0.5218200218115726","0.5192499999999997","3.339027102258766E-16"
"270","1196","200","12","1","0","0.3","0.9","27.07","45","avg-capability-attainment < capability-high","no","false","0.75","0.5","0.25","capability-high","0.2","102.78","6.85","5.05","0","0","0","0","100","0.16740094002077222","0.03580418813756266","29398.608352289073","29976.40560000002","99789","0","0","0.5139","0.28742451925915563","0.5521875","0","0.7088953546125351","0.16740094002077222","0.5139","0.2874245192591558"
"268","1434","200","12","1","0","0.3","0.9","20.5","45","avg-capability-attainment < capability-high","yes, through a community fund","false","0.75","0.5","0.25","capability-high","0.2","105.10999999999997","6.085","4.65","0","0","0","0","100","0.1600864498003246","0.030481420945831006","39925.94342749114","40444.7388","132356.25","0","80136.66595544903","0.5255499999999997","0.27961153508531045","0.6534375","0","0.5990604602002496","0.16008644980032458","0.5255499999999987","7.791063238603787E-16"
"261","3000","200","12","1","0","0.3","0.9","3.04","45","avg-capability-attainment < capability-high","yes, through a community fund","false","0.75","0.5","0.25","capability-high","0.2","100.17000000000004","6.31","5.375","0.5615625","0.14003172592336136","90","5.5","4.5","0.8300193596468657","0.10432083103600995","27496.376846960124","36479.054800000005","330533.25","0","170435.56841779698","0.50085","0.2841539986959084","0.64875","0.49926250000000005","0.8300193596468657","0.6145756630282234","0.5008499999999999","2.2260180681725107E-16"
"265","3000","200","12","1","0","0.3","0.9","7.91","45","avg-capability-attainment < capability-high","no","false","0.75","0.5","0.25","capability-high","0.2","96.66999999999986","6.205","4.455","0.4453125","0.2351040795795016","62.5","13.5","24","0.5484116992025726","0.16296545785450803","49381.10822706278","57401.518699999935","267749.25","0","0","0.48334999999999956","0.2860004524366523","0.519375","0.4115625","0.5664114504054069","0.5482440888612806","0.48334999999999956","0.2860004524366524"
"266","3000","200","12","1","0","0.3","0.9","8.05","45","avg-capability-attainment < capability-high","yes, through a community fund","false","0.75","0.5","0.25","capability-high","0.2","98.74000000000005","6.19","5.115","0.5325","0.14853239329956444","82","12","6","0.6171179334232489","0.17270919617647607","45945.80677879938","54341.941900000085","320247.75","0","172889.9322568936","0.4937","0.28824596908450834","0.63375","0.48507187499999965","0.6397124034689565","0.6171179334232489","0.4937000000000005","2.2260180681725107E-16"
"276","1223","200","12","1","0","0.3","0.9","24.6","45","avg-capability-attainment < capability-high","no","false","0.75","0.5","0.25","capability-high","0.2","101.08000000000003","6.15","4.33","0.005625","0.032065367829955574","0","0","100","0.1640042654010024","0.040255582732212025","30297.75536641806","30594.700700000012","99219.75","0","0","0.5053999999999997","0.28245129432937927","0.5315625","0.005625","0.6346212222982885","0.1640042654010024","0.5053999999999997","0.28245129432937927"
"277","739","200","12","1","0","0.3","0.9","32.47","45","avg-capability-attainment < capability-high","yes, through a community fund","false","0.75","0.5","0.25","capability-high","0.2","103.88999999999999","6.31","4.855","0","0","0","0","100","0.16738315935061135","0.02075242472394671","23025.22098399723","22320.197400000015","65448.75","0","41952.20136062777","0.51945","0.2842290065083146","0.62625","0","0.5634285730483155","0.16738315935061132","0.5194500000000021","1.669513551129383E-15"
"278","926","200","12","1","0","0.3","0.9","28.46","45","avg-capability-attainment < capability-high","no","true","0.75","0.5","0.25","capability-high","0.2","103.27999999999994","6.155","4.7","0","0","0","0","100","0.15784946333918123","0.03588640618551902","27421.376893851306","24391.764199999998","81887.10734619143","10149.607346191395","0","0.5163999999999999","0.290444192824936","0.6325089843750001","0","0.6073338712488003","0.15784946333918123","0.5164","0.2904441928249361"
"272","3000","200","12","1","0","0.3","0.9","8.69","45","avg-capability-attainment < capability-high","yes, through a community fund","false","0.75","0.5","0.25","capability-high","0.2","102.75999999999999","6.055","4.945","0.5071875","0.15816074163560184","71","20","9","0.47149237073479516","0.1838664656604984","69764.04663233971","77329.5420000001","316770","0","169264.52573869802","0.5137999999999999","0.28220161010121575","0.6328125","0.4957156250000001","0.549508551818248","0.471440754647455","0.5138","3.339027102258766E-16"
"271","3000","200","12","1","0","0.3","0.9","9.43","45","avg-capability-attainment < capability-high","yes, through a community fund","false","0.75","0.5","0.25","capability-high","0.2","100.12","6.51","4.77","0.52125","0.1734632815619816","74","15.5","10.5","0.5014186074324561","0.18525336695834838","59843.176188698104","67936.7552000002","313212","0","175087.87524587318","0.5005999999999997","0.29191042888609225","0.620625","0.4921875","0.5874873316717871","0.5014186074324561","0.5006000000000014","1.669513551129383E-15"
"275","3000","200","12","1","0","0.3","0.9","7.26","45","avg-capability-attainment < capability-high","no","false","0.75","0.5","0.25","capability-high","0.2","106.22999999999998","6","5.19","0.465","0.21510923951477096","65.5","16.5","18","0.4599206221119548","0.18925045265813603","58881.33561536136","66575.88590000004","286937.25","0","0","0.5311499999999998","0.2807942387632146","0.5728125","0.448125","0.5670279115654272","0.4599206221119549","0.5311499999999998","0.2807942387632145"
"279","2244","200","12","1","0","0.3","0.9","13.42","45","avg-capability-attainment < capability-high","no","true","0.75","0.5","0.25","capability-high","0.2","107.24000000000007","6.62","5.18","0","0","0","0","100","0.16941254909716275","0.03899320315581915","62741.906672067904","61873.54090000004","229361.16117919955","28305.66117919919","0","0.5362","0.2803776347900315","0.65626875","0","0.6487879212527274","0.16941254909716275","0.5362","0.2803776347900314"
"274","2918","200","12","1","0","0.3","0.9","12.2","45","avg-capability-attainment < capability-high","yes, through personal transfers","false","0.75","0.5","0.25","capability-high","0.2","95.09999999999997","5.815","4.915","0","0","0","0","100","0.14790470062005687","0.04862787395488544","72552.26745973155","75351.97439999996","245598","0","8150.589289818425","0.4755000000000002","0.27093686334568434","0.5896875","0","0.5206995440094807","0.14790470062005692","0.4755","0.27093686334568434"
"280","1967","200","12","1","0","0.3","0.9","12.45","45","avg-capability-attainment < capability-high","no","true","0.75","0.5","0.25","capability-high","0.2","98.08999999999996","5.975","5.495","0","0","0","0","100","0.16255473914275007","0.03274039490075809","57914.46256700667","54541.54900000002","188809.402072754","25730.90207275392","0","0.49044999999999994","0.2870387670138727","0.6249964843750003","0","0.5460394676833029","0.16255473914275007","0.49044999999999994","0.2870387670138726"
"283","1210","200","12","1","0","0.3","0.9","20.35","45","avg-capability-attainment < capability-high","yes, through a community fund","false","0.75","0.5","0.25","capability-high","0.2","101.57000000000001","6.06","4.885","0","0","0","0","100","0.16440295682720554","0.030885503477372945","35431.44159545148","35533.144499999995","110437.5","0","69853.48951448234","0.5078499999999998","0.2888895347993466","0.609375","0","0.5312118964567756","0.16440295682720554","0.5078500000000011","1.2243099374948809E-15"
"269","3000","200","12","1","0","0.3","0.9","2.16","45","avg-capability-attainment < capability-high","yes, through personal transfers","false","0.75","0.5","0.25","capability-high","0.2","95.95999999999995","6.29","5.21","0.515625","0.1932991390586208","74","14.499999999999998","11.5","0.7794223033753224","0.13340616426577542","26793.880091791623","35375.87129999991","298056","0","13139.040677905208","0.47979999999999984","0.2827768976938298","0.5653125","0.4640625","0.7794223033753221","0.6305807100646198","0.47980000000000017","0.24940563490983148"
"273","3000","200","12","1","0","0.3","0.9","12.74","45","avg-capability-attainment < capability-high","yes, through personal transfers","false","0.75","0.5","0.25","capability-high","0.2","104.29","6.39","4.73","0.0946875","0.15270507619338047","4","8.5","87.5","0.14228558250388393","0.0574127238630167","78131.2073801325","81433.2912999998","259822.5","0","8819.173058740365","0.5214500000000001","0.2911395001416221","0.5878125","0.0946875","0.5581610827411735","0.14228558250388387","0.5214500000000001","0.2911395001416221"
"289","877","200","12","1","0","0.3","0.9","27.38","45","avg-capability-attainment < capability-high","yes, through a community fund","false","0.75","0.5","0.25","capability-high","0.2","101.38000000000001","6.035","5.025","0","0","0","0","100","0.17570491409280253","0.0219762337116104","26553.935872210754","26192.937599999987","81402","0","52999.35951244433","0.5069","0.3025077597742215","0.6375","0","0.5856343560414935","0.17570491409280256","0.5069000000000013","1.1130090340862554E-15"
"288","1331","200","12","1","0","0.3","0.9","20.07","45","avg-capability-attainment < capability-high","yes, through a community fund","false","0.75","0.5","0.25","capability-high","0.2","100.85000000000005","6.75","4.435","0","0","0","0","100","0.1500750937265268","0.0375454712270146","34470.777408213115","33572.86089999996","103440.75","0","77500.49430058064","0.5042499999999999","0.29135524173150223","0.5634375","0","0.5495311106085888","0.15007509372652683","0.5042499999999991","6.678054204517532E-16"
"281","3000","200","12","1","0","0.3","0.9","4.88","45","avg-capability-attainment < capability-high","no","false","0.75","0.5","0.25","capability-high","0.2","94.48","6.445","4.675","0.4753125","0.2361836620191455","67.5","12.5","20","0.7639947166239889","0.1691669546709162","24307.32125510084","32776.85629999994","272676","0","0","0.4724000000000002","0.29155145558937184","0.5334375","0.4153125","0.7640104460223602","0.6519414158908101","0.47239999999999993","0.2915514555893719"
"286","2189","200","12","1","0","0.3","0.9","16.36","45","avg-capability-attainment < capability-high","yes, through a community fund","false","0.75","0.5","0.25","capability-high","0.2","100.03000000000006","6.2","5.75","0","0","0","0","100","0.16539762502960426","0.03903953923118446","60331.18309893976","62105.051599999926","216232.5","0","121036.54686853393","0.5001500000000003","0.27659174330104574","0.6375","0","0.6800893255828426","0.16539762502960423","0.5001500000000013","8.904072272690043E-16"
"290","935","200","12","1","0","0.3","0.9","29.86","45","avg-capability-attainment < capability-high","yes, through personal transfers","false","0.75","0.5","0.25","capability-high","0.2","103.05999999999996","5.99","5.46","0","0","0","0","100","0.16783474734176104","0.03576560759023922","25773.878298332394","25952.196599999967","82876.5","0","3234.375335738435","0.5153","0.2835700439913325","0.61125","0","0.6328547222923022","0.16783474734176104","0.5153","0.2835700439913324"
"293","1110","200","12","1","0","0.3","0.9","25.04","45","avg-capability-attainment < capability-high","no","false","0.75","0.5","0.25","capability-high","0.2","99.37000000000005","6.535","5.09","0","0","0","0","100","0.14175311680591196","0.04262802394986075","27821.757322500624","27357.004500000032","83689.5","0","0","0.4968500000000002","0.2975706959622828","0.545625","0","0.5506221065846185","0.14175311680591196","0.49685","0.29757069596228286"
"294","804","200","12","1","0","0.3","0.9","31.93","45","avg-capability-attainment < capability-high","no","true","0.75","0.5","0.25","capability-high","0.2","105.78000000000002","6.6","5.335","0","0","0","0","100","0.15364416147758816","0.04055925715052406","22828.415137245167","21471.429599999996","73608.3308398437","8555.580839843753","0","0.5289000000000001","0.2892057916946837","0.6363648437499998","0","0.5945429809474067","0.1536441614775882","0.5289","0.2892057916946837"
"287","3000","200","12","1","0","0.3","0.9","10.61","45","avg-capability-attainment < capability-high","yes, through a community fund","false","0.75","0.5","0.25","capability-high","0.2","104.65999999999993","6.39","5.515","0.508125","0.1798927915656615","70.5","19.5","10","0.3848325970411734","0.18702694551703952","61525.13491819412","69008.05859999996","317660.25","0","168497.57970474978","0.5232999999999999","0.28092294048806754","0.64875","0.4865625","0.6401949577477486","0.3848325970411734","0.523300000000002","1.892115357946634E-15"
"282","3000","200","12","1","0","0.3","0.9","3.02","45","avg-capability-attainment < capability-high","yes, through personal transfers","false","0.75","0.5","0.25","capability-high","0.2","98.13999999999996","6.46","4.735","0.478125","0.20483611999663626","68.5","14.000000000000002","17.5","0.7784978206018806","0.17385088115480798","29192.166915896785","37639.40950000012","287492.25","0","10467.438246600566","0.4906999999999999","0.260352505529865","0.556875","0.4378125","0.7784978206018804","0.582325692040453","0.49070000000000014","0.23056587456982577"
"284","3000","200","12","1","0","0.3","0.9","5.42","45","avg-capability-attainment < capability-high","yes, through personal transfers","false","0.75","0.5","0.25","capability-high","0.2","100.63","6.3","5.09","0.4846875","0.20006059658332614","68","17","15","0.6227489674848168","0.2094618823159129","40882.757423235365","48399.441599999904","287706.75","0","12042.321606555735","0.5031499999999999","0.29397394596209137","0.5671875","0.4415625","0.6227650640019483","0.5369368895421106","0.5031500000000003","0.2595622361930112"
"285","3000","200","12","1","0","0.3","0.9","8.29","45","avg-capability-attainment < capability-high","yes, through personal transfers","false","0.75","0.5","0.25","capability-high","0.2","97.38000000000005","5.67","5.315","0.496875","0.21328649163170826","68.5","16","15.5","0.5383541018480466","0.19058958649651558","51663.424399930685","59753.95139999989","291317.25","0","12478.045781541972","0.4869000000000003","0.2899703502430904","0.579375","0.45","0.5686271917335141","0.538325971114894","0.48690000000000017","0.262006117655221"
"297","1382","200","12","1","0","0.3","0.9","20.64","45","avg-capability-attainment < capability-high","yes, through personal transfers","false","0.75","0.5","0.25","capability-high","0.2","110.1500000000001","6.22","5.06","0","0","0","0","100","0.17057372897845066","0.038871808825660326","39306.64335968547","39816.1163","126668.25","0","4464.971056964993","0.5507500000000002","0.28713790831577746","0.6121875","0","0.6381646779322317","0.1705737289784506","0.5507500000000003","0.28713790831577746"
"296","3000","200","12","1","0","0.3","0.9","1.92","45","avg-capability-attainment < capability-high","yes, through a community fund","false","0.75","0.5","0.25","capability-high","0.2","99.28000000000002","5.815","4.445","0.52125","0.17141426941417104","75.5","16","8.5","0.8268735076884517","0.13242216884585856","29266.92363632362","37873.66880000004","308220","0","167362.8289427466","0.4963999999999998","0.2790310585907803","0.56625","0.4715625","0.8268735076884517","0.5659178148346274","0.4963999999999985","1.669513551129383E-15"
"291","3000","200","12","1","0","0.3","0.9","4.79","45","avg-capability-attainment < capability-high","yes, through personal transfers","false","0.75","0.5","0.25","capability-high","0.2","98.49999999999994","5.895","4.675","0.4940625","0.22648497092306152","71","10.5","18.5","0.7705209926663668","0.19105706150437482","22960.39396650905","31253.018799999983","286622.25","0","11246.690212583551","0.49249999999999977","0.29320058477870226","0.5728125","0.436875","0.7705804014187647","0.6664300482665779","0.49249999999999994","0.26970238983304207"
"292","3000","200","12","1","0","0.3","0.9","6.8","45","avg-capability-attainment < capability-high","yes, through personal transfers","false","0.75","0.5","0.25","capability-high","0.2","103.22000000000003","6.785","4.86","0.4903125","0.20988614667619912","66","20","14.000000000000002","0.61784152681056","0.18668367044131076","41788.34675516773","49621.75460000004","293679.75","0","12865.96930667341","0.5161000000000002","0.28923532871501784","0.590625","0.4603125","0.6254386636054964","0.6176490607284598","0.5161000000000001","0.24772990917722262"
"298","2667","200","12","1","0","0.3","0.9","12.23","45","avg-capability-attainment < capability-high","no","true","0.75","0.5","0.25","capability-high","0.2","95.25000000000001","6.045","4.755","0.009375","0.040967223999327194","0","0","100","0.15862399207451283","0.0362161796183549","66066.56978629217","62951.383800000076","245217.622763672","33437.872763671956","0","0.47624999999999973","0.28605870975576975","0.619224609375","0.009375","0.6839351526741768","0.1586239920745128","0.47624999999999984","0.2860587097557697"
"299","1087","200","12","1","0","0.3","0.9","27.11","45","avg-capability-attainment < capability-high","yes, through personal transfers","false","0.75","0.5","0.25","capability-high","0.2","93.97000000000011","5.745","5.34","0","0","0","0","100","0.17619000389578512","0.029103194083737734","28820.88680075702","29460.664799999995","92728.5","0","3678.33989427878","0.46985000000000027","0.2993065309970488","0.564375","0","0.6717957629107635","0.17619000389578512","0.46985000000000016","0.2993065309970489"
"301","1417","200","12","1","0","0.3","0.9","20.36","45","avg-capability-attainment < capability-high","yes, through a community fund","false","0.75","0.5","0.25","capability-high","0.2","98.38999999999999","6.25","4.805","0","0","0","0","100","0.1694015903838868","0.03815947363591767","39611.12164100916","39846.86309999998","132147.75","0","79534.87482450127","0.4919499999999998","0.28084348454979396","0.6215625","0","0.6363640505487208","0.1694015903838868","0.49195000000000166","1.947765809650947E-15"
"303","1071","200","12","1","0","0.3","0.9","26.25","45","avg-capability-attainment < capability-high","no","false","0.75","0.5","0.25","capability-high","0.2","105","6.585","5.14","0","0","0","0","100","0.16511709485300735","0.032216320096469506","28576.95308801036","28529.838899999988","86621.25","0","0","0.525","0.29331068132424776","0.5709375","0","0.6368706008037311","0.16511709485300735","0.5250000000000001","0.29331068132424787"
"300","2575","200","12","1","0","0.3","0.9","11.8","45","avg-capability-attainment < capability-high","no","true","0.75","0.5","0.25","capability-high","0.2","103.88000000000007","6.17","4.05","0","0","0","0","100","0.1628901040388998","0.03990508377334483","63552.08873583196","60848.44940000007","242174.68375488278","36592.183754882804","0","0.5194000000000001","0.29579063626577584","0.6140330078124999","0","0.6415977466162411","0.16289010403889984","0.5194","0.29579063626577595"
"309","781","200","12","1","0","0.3","0.9","31.63","45","avg-capability-attainment < capability-high","no","true","0.75","0.5","0.25","capability-high","0.2","96.74999999999994","6.14","5.915","0","0","0","0","100","0.17195839988171882","0.03023509942363294","24570.610798754155","22856.01430000001","74057.20126647955","8624.951266479486","0","0.4837499999999996","0.2930114606639167","0.6404516601562498","0","0.6179262088477296","0.17195839988171882","0.4837499999999996","0.2930114606639167"
"295","3000","200","12","1","0","0.3","0.9","3.34","45","avg-capability-attainment < capability-high","yes, through personal transfers","false","0.75","0.5","0.25","capability-high","0.2","96.09999999999998","6.455","4.85","0.489375","0.2285137073508635","69","12.5","18.5","0.846377898097189","0.08418692516892708","21191.481311038013","30443.26520000002","283925.25","0","12056.84562739191","0.4804999999999999","0.3004464851720874","0.5484375","0.4321875","0.8463778980971891","0.6432954769745056","0.48049999999999976","0.26666719954181733"
"302","3000","200","12","1","0","0.3","0.9","4.99","45","avg-capability-attainment < capability-high","yes, through a community fund","false","0.75","0.5","0.25","capability-high","0.2","93.71999999999997","5.92","4.68","0.5128125","0.16221920802113754","75.5","16.5","8","0.6327946587625097","0.20774929714622017","46704.850468093624","54487.140799999994","305779.5","0","169072.67966126843","0.4685999999999997","0.2818817600221161","0.586875","0.4734375","0.6327946587625096","0.5511753545948647","0.4685999999999989","1.2799603891991935E-15"
"308","2196","200","12","1","0","0.3","0.9","15.53","45","avg-capability-attainment < capability-high","yes, through a community fund","false","0.75","0.5","0.25","capability-high","0.2","102.52000000000002","6.355","5.21","0","0","0","0","100","0.15172429828491735","0.04159093625971131","62649.08260042373","63937.40559999979","205012.5","0","125673.67024161782","0.5126000000000001","0.28627259736132615","0.6403125","0","0.5712665149689357","0.15172429828491732","0.512600000000002","1.669513551129383E-15"
"306","3000","200","12","1","0","0.3","0.9","9.66","45","avg-capability-attainment < capability-high","no","true","0.75","0.5","0.25","capability-high","0.2","103.75000000000001","6.46","5.285","0.0403125","0.10940707533986128","1","5.5","93.5","0.14781000676006367","0.042961152234461356","79650.97394991004","77151.96799999996","280057.1630572506","39326.66305725098","0","0.51875","0.2961884119557759","0.6483249999999999","0.0290625","0.5507228094333854","0.14781000676006367","0.5187499999999998","0.2961884119557759"
"304","3000","200","12","1","0","0.3","0.9","6.25","45","avg-capability-attainment < capability-high","yes, through a community fund","false","0.75","0.5","0.25","capability-high","0.2","103.48000000000002","6.04","4.99","0.5484375","0.138049595427653","85.5","8.5","6","0.7233141031917928","0.14852296602206963","35342.89589122828","43920.873500000045","327981","0","173852.32388070613","0.5174000000000002","0.28985048996450447","0.6403125","0.494371875","0.723353181594729","0.6548959568081824","0.5173999999999991","1.2243099374948809E-15"
"307","3000","200","12","1","0","0.3","0.9","1.22","45","avg-capability-attainment < capability-high","no","false","0.75","0.5","0.25","capability-high","0.2","102.41999999999996","5.895","5.19","0.526875","0.21381594460149406","74.5","11.5","14.000000000000002","0.737478246775662","0.1783103098552496","30764.322348350233","38644.70809999996","293236.5","0","0","0.5121000000000002","0.2842915730240036","0.5625","0.4471875","0.7374782467756619","0.5373183966273286","0.5120999999999998","0.28429157302400354"
"305","3000","200","12","1","0","0.3","0.9","7.25","45","avg-capability-attainment < capability-high","yes, through a community fund","false","0.75","0.5","0.25","capability-high","0.2","107.70000000000003","6.45","4.685","0.5034375","0.20120529365482326","77.5","9","13.5","0.6713930539833134","0.1686717220945937","38245.564905535706","46795.60680000006","302418","0","172625.6385713692","0.5385000000000001","0.28780533272984826","0.598125","0.4734375","0.6758742626261389","0.6558336409556832","0.5384999999999993","8.904072272690043E-16"
